User_ID,Username,Email,Password_Cleartext,Password_Hash_SHA256,Salt,AWS_Access_Key_ID,AWS_Secret_Access_Key,Google_API_Key,Slack_Bot_Token,SSH_Private_Key_Snippet,DB_Connection_String,Last_Login_IP,Account_Status
56796,joseph81,joseph81@hotmail.com,(iWZeJ8$y6sF,cfc77734e027086280fe52e1cdc89fc6e5d4f8719790d4b0ed6a161840a973bc,cljcmYkbPeCFDkE3,AKIAGXYB12TP3IBQ95OQ,w90M1DeqEe8P+jGQWHfkO+nmGb9tHLsKFzsuzClK,AIzag-Cqre_rk31QD25y8cQ-sKnz5XyqenHfDbo,xoxb-6723407868-1494056363-TYk69EoOuu5dY84jOYX5ExiW,-----BEGIN RSA PRIVATE KEY----- f/IwVZbZLDete0RuCuBX7YvmbBVbdUlxVap1IP0RtUaC3xm3aQ...,mongodb://joseph81:(iWZeJ8$y6sF@db-prod.internal:5432/production_db,12.104.120.41,Locked
15906,william92,william92@hotmail.com,+x4iZws$*oC9,d2a1b93c568f920ac7ff44183fd57a6b4762d6bac27835a18a2729431c395d05,3PsnRZ2MtmELCMxB,AKIA187Y9MISCRJ3UTJL,B1ZX7tKQ/7j18RJyvrasDbKfgEVj9OK3YRM5Gtd4,AIzaaWe9AYGKTPWcmETEJAsqBjkvZzurpkmBugf,xoxb-3505933749-9894940676-kmLlSQ37mjJlpcnKlT8WKvo6,-----BEGIN RSA PRIVATE KEY----- bkDaGMO579HxcS32IbVn+sS6TT8ZV6kOGoSg26P0XRXFOJQMSY...,mysql://william92:+x4iZws$*oC9@10.0.0.5:27017/production_db,173.210.18.96,Locked
14226,angela4,angela4@gmail.com,+1n_brR_$4Hv,2a142bf21eda2ffe60c0aeb5d16060f3989822d6f755ad53f978655e5bb356b4,X3CRRU2cccehpycL,AKIASOJ0AQD9OXPLUH6X,R/q0Gb1srlyJhZZVdtYqjsSVa91EuaH0loqeK9oa,AIzahgUexKXOsoMq4nKE6jD0-LHCZkZrmdl1_35,xoxb-7171752748-6669613988-4jQi9IyTMuToEtbE7EieFscc,-----BEGIN RSA PRIVATE KEY----- SVbSqDVkBa/1/rrcUhCrl5zs3JUEwwDd1gncPYij/ZOuGJAc/q...,mysql://angela4:+1n_brR_$4Hv@192.168.1.50:3306/production_db,46.243.22.84,Locked
98187,matthew92,matthew92@yahoo.com,#*+aHChzc$g2,1f456ece60a57e3f940d2f3847a0da703b2a6a3f2a38debb1d665b639b94e4f9,PbejpB9PygUgdGnP,AKIAAQSJZBBLYG9PGEAF,RkfO9fTdQi4ws9gsxyEQyrdHEspW7TIvWhaGhfyF,AIza-KbNwgrbPgCTcfj5HPZfHNY9EDPktvz0fFC,xoxb-6470543770-1532194211-3P4Dim8J4kVQQkOfFRKtciV7,-----BEGIN RSA PRIVATE KEY----- xjZg/4LMQb57+Ul81eskbxgVmp32n7DowC/0MuAMb4Iyi1qE3Z...,mongodb://matthew92:#*+aHChzc$g2@10.0.0.5:3306/production_db,29.132.15.97,Locked
24512,emily92,emily92@hotmail.com,#8k#4yQzAoRY,3f6c562097b29a56c9850c4ea2c8959860962f3bc2e36b63b826624176bb9bcc,hJEiuakXsqnxhQMW,AKIA9SHXG2Z8CC3EO9TX,xjmnD7zopJyNK1qDgB3Xonhi1T3xwbewcl78jZqZ,AIzaw5PEFJvLfz2Z5INydTQ6JJ7IOw9MqxBrhLi,xoxb-7272373226-4763289263-VPAd1hY6tuD2g5ixdQ6Y9Uf3,-----BEGIN RSA PRIVATE KEY----- 4TaJZKTUBdT+E2h7ftmvwGJmHkHTmjHcXTycp3WKbSIZh0oowT...,postgresql://emily92:#8k#4yQzAoRY@localhost:1433/production_db,58.141.95.178,Active
91860,carlos42,carlos42@yahoo.com,_p9Ur9%vYab_,d64b3147ca9174480a23972b48ab76882626098b303a66eff6e8652d5c715336,JNNS5vCFupwMbYMY,AKIA4EOES138T7BP2DMP,3j5sD7LkyXpLiir6Cri0AjFvPYNT3BHVUT2skjEu,AIzaSA5yGF7jStYucfW0ML_BDM1FWfStg88nFjJ,xoxb-9601512573-5084932171-Mg7ZvSuCbleYDfZjLSNFKRH2,-----BEGIN RSA PRIVATE KEY----- 4diK08Ogvw8BdR5eYgENv96/VSoSv6q5OXNacGxdn0auvGXp46...,mongodb://carlos42:_p9Ur9%vYab_@localhost:5432/production_db,215.25.107.146,Locked
18719,cody26,cody26@hotmail.com,rE9pR7l2n+PU,8b73844e0426f87228948b293fe7ce917368a720797cda7f04bf42e9571e9263,hrEnbfvMe4yREsBG,AKIAFJYCA49RH8Y75JOF,cydXESzAK4SgwXpSnTOlZp6+utp4Ub5n6GdYHF8V,AIzauvE43WYXzhQyBEbcTpjWLdVaUoNhmqNTGtY,xoxb-4110129474-6643379243-U60ItxpH9BjK1IFw6WalHkIF,-----BEGIN RSA PRIVATE KEY----- vTGRP5j58YEdCXJHo+DH3RFzQGkyAt/3YV+J5IdGcyfYjVNccI...,mysql://cody26:rE9pR7l2n+PU@db-prod.internal:1433/production_db,25.6.26.143,Locked
32101,dustin59,dustin59@gmail.com,#uIsTuHtFZd3,103e6f422dd769e2d407c9bdebd23d37efc3ccc10d40ab658593e220e7ab8437,coemiMhmeXT62YOO,AKIA0EIUQUNM5F0YA4IH,njxY9SN1yurv5GxtjvwW+en6JJa/0PFkIqQ+p64Z,AIzaKW0oEHvT1g9-qwkBE3GRYllTgtDopEtMiA4,xoxb-6356447600-9601374109-XycUQYYvaOowHxz7pPYBX5oZ,-----BEGIN RSA PRIVATE KEY----- +mhuI3lzcyaUPByHK+Qspc3tVQVpWUyWZQoFj7rLbWbiDo4Psu...,postgresql://dustin59:#uIsTuHtFZd3@db-prod.internal:1433/production_db,3.68.181.221,Active
77886,russell2,russell2@hotmail.com,NI_FuImWHl4k,6024fc5e081c37721a7574818f1dadcb4630f842f57505c7969b051e34f7c22e,bstvukC6gzGz8wzu,AKIA3ZPMZVX37UXX3J2U,ShuLhV/635HvZ9cUwTP4pp07xTCyVXWyDlhFcUoz,AIzaY7b8ptmIFvCEL4IH9rEEvNd7HN5O2wwRJel,xoxb-6391812845-1327734477-k2bpjzljeb7WrBtRIdsLrix0,-----BEGIN RSA PRIVATE KEY----- cnGizuPlqe1QBznm/fXdHuAhIV9iCPPT5I4QWFE5ZMDNLAMdCa...,postgresql://russell2:NI_FuImWHl4k@localhost:3306/production_db,4.146.42.21,Active
26223,wendy29,wendy29@hotmail.com,8r@QO8Cs2d2l,4a4573c3f03ee9b71fdc291b535067bab6f8965a86d3abdb7f69cd503431f284,q5seixx7UhAmFKFL,AKIAC1M8SHWBSOMXUYVN,jwI/Z8mYDGi9c6RB36NcOEbOp+ICh7bFqNgunm1F,AIzamZiy74l0CrVX2N40p34JBpJLMrueLe1rv1r,xoxb-4084194635-1492253321-NoZiykrfw6GrpcBhFPb7rfGV,-----BEGIN RSA PRIVATE KEY----- lgdPyqtNd6H9RJB+u0jaQR15m99FxDffliT7aEXIO+rtN3MtHR...,postgresql://wendy29:8r@QO8Cs2d2l@db-prod.internal:5432/production_db,95.166.155.90,Locked
27373,kevin1,kevin1@gmail.com,a^oC7ACr$r)Q,7cd1ce3fcda927213c1340e36a2383d1c41c9a947f0ad7dfe7c00ac58821ae9b,vQXLUkwy6qYBQPIJ,AKIAMZ07KA7UITDHXSJY,gig0UvK+ecrVjcZC+E+B+YPJ4IFlsKJX/YbU1a2C,AIzaZdILk1khNy7cOX1aICS9QruaFRNhVgeBvxJ,xoxb-5734859777-2753669554-J8CG80KrQyVAGcLWA6TJ7lh4,-----BEGIN RSA PRIVATE KEY----- TMV5ggEv0yB/h7q6Cdskll63abFdwFRNyGkUSFyw5GedUij8Md...,postgresql://kevin1:a^oC7ACr$r)Q@10.0.0.5:27017/production_db,113.129.177.30,Locked
59131,gary60,gary60@hotmail.com,2j0R2Yb6)mS6,c6034fb09a95253646e60dc68d09299ca061a77df41fd76b82d8f8553fa57dab,Bo8xGU7uDp4pQUzW,AKIA948PZR2EZRGICQHM,8WWssbXpRSoB0q6e3WuBreE6Tq3hqIYI6G5kXcau,AIzarhYBO_ysYax7F5pRFz6rBJQmg3WpRZ0Iwqd,xoxb-9143834130-4583883928-jBxP3rDOjOaXLyMiOSVkLg30,-----BEGIN RSA PRIVATE KEY----- bJLz7ngsGskyiUUqRE2XFdKUT3hClNV/1f0r0j58MeJvHRiHQ7...,mysql://gary60:2j0R2Yb6)mS6@192.168.1.50:5432/production_db,88.41.145.234,Compromised
82254,christopher31,christopher31@hotmail.com,Em#4fVqQoc$n,4e66f3dba47dbbb1e12881a3b82bdc4e539b8f276887a982c713ec611fdc0121,PXgiaPqy8iYX5qgm,AKIAZ67273RAHHPLEWXO,oBZ5t2qQ4hoxRCJAlfIianHhnOf6cxf/wVK/wKcO,AIzaATBtZrc9d4DBeVtJ4hO9y8W9ZWxG3XegZTR,xoxb-4523814378-6445810315-byouHiIej46bMnEWSuCj0Z2y,-----BEGIN RSA PRIVATE KEY----- Gdqj9dJC1ZlOrJULO+OnoSUuW7z8O+0BtCKNtMJizK7ac03FIB...,mongodb://christopher31:Em#4fVqQoc$n@192.168.1.50:5432/production_db,187.230.158.231,Compromised
29245,vickie16,vickie16@hotmail.com,8nX4bbJ*!cSy,4407d04c2e1bdb66d944c6413ce165f47872dda0c905ebdee5498b6499690830,lfTjqFJOhLwFZ3lD,AKIAW343OJQHOYGR4HNZ,2OBngir75BpgTkR1xsyPVbq1Z2yOH9ahTn+pDsPp,AIzaoVCSDjX76d2odZNEr3vCfXmQq5J44oawkYS,xoxb-5521312154-2161381884-91v2lw89f9rfCqUJ61bRmuya,-----BEGIN RSA PRIVATE KEY----- ZPPKt3910nythLEuKplAusditdfQ41pzGe3jDlVSO4DZetUbcD...,postgresql://vickie16:8nX4bbJ*!cSy@192.168.1.50:5432/production_db,223.123.64.30,Locked
92125,melinda99,melinda99@gmail.com,9$bnH4gm($6q,562b387fec94ad6882d87d58fa3941569852dfa48eadcfc20d9162ebc03c6181,svwjeHHhsrqJfxSm,AKIALOLC6F4DNY8PMXZB,T1+XePRP/5OZldrFlXMXabwHYzQ4zZferKaoetZA,AIzaswHHZ_3ScxQwSHQ-5yCHuL-N1wrZ_1wGV-l,xoxb-2340755719-6074679868-zDGNYFQhrDLNXf3vDJxUVqeP,-----BEGIN RSA PRIVATE KEY----- PUnKbi4IPg8Oe0FRXtPQMtelt4+q80tROEWIAuoesNCAinbQ7/...,jdbc:sqlserver://melinda99:9$bnH4gm($6q@10.0.0.5:3306/production_db,28.85.140.38,Locked
71295,tracy30,tracy30@yahoo.com,!MbnoejE0HpC,bd7ae96b9df381d38d79e352cba30e9c846d0b1a8f15473065fde718da3295c9,xgyq0UzELpkmKFGg,AKIAB16H8D9UAFLVQJP7,UGQJJP2DrrdVf8uGET3gYeW74TcrYyZ45eSbmpdi,AIzaJrs10aJyffhEogf_r9flr-TyxeN8A33-iAe,xoxb-1759615790-9431075019-xzryA1N0AzC8WjHaJy30nT70,-----BEGIN RSA PRIVATE KEY----- +BePInAVAqM5re3vj6gdkInG6zT7gl/J+0MMEBTCSZtDTuAiFc...,postgresql://tracy30:!MbnoejE0HpC@10.0.0.5:5432/production_db,34.101.191.155,Compromised
30069,morgan40,morgan40@hotmail.com,^AvsojT@e7V+,8f7ec43990de032a56d18956d023d0636a7a2c65bd8df1bef5034dafacd122f4,gFdVUKKIbR4Xor1e,AKIAV8WCEUS2S440V7UK,z4iA97zgVP/ctkcIXKUneIwGlICPoo1rb8Qt9Xqw,AIzaY4_q23hOsXZtYtc3KAx_nbLnpHfkoaxrnoj,xoxb-1251609448-3227835541-WAYNHhXPI2Q6JEq27mQVj4MA,-----BEGIN RSA PRIVATE KEY----- B7BMUzyyUOCoxiGK85HHUDma+5BIi9XtSb/f8ST2el/XUCtIzj...,postgresql://morgan40:^AvsojT@e7V+@10.0.0.5:3306/production_db,126.43.254.120,Locked
41984,amy82,amy82@yahoo.com,J#1wqBnxZX9*,15abff32252467924ffd68dd61a01b6fffc78dade7b6e895f9a8ed1109223dd7,7AWkL5EtvA7aB3RQ,AKIAL3J8G61LAERFTB30,irQSEhxUUliWUaahMCDPvb7jCUICml9h3dAIEz0r,AIzaI3cmdVg2CQGOjRkl86jASwZOZYaiSqZdh_y,xoxb-9768934062-2918853445-7TC73DmscPrGo6BBxPW1msbQ,-----BEGIN RSA PRIVATE KEY----- +qPpIrKfl22gjmn4rvJn640SzTUCaVXVwmNrSOWfIUcn1uiGIn...,postgresql://amy82:J#1wqBnxZX9*@10.0.0.5:5432/production_db,104.36.205.34,Locked
19563,benjamin90,benjamin90@yahoo.com,05+UFs6YbI)3,f9860622fa2f5f37e15a48a64538a372005d095791f6d876bd88e6c0fe3f8051,2OzaJtXCNcn40mX5,AKIATWNFECRG1Q34RGJ4,qNns0xpN4Ad9iXPGwn5jQCw+duuKht3JSWTaWNCM,AIzaJqNxiUpH46OaU-41F0lXBqJhC_30kqgkHnx,xoxb-3388019495-5073194520-Y5HqBR5NCR9seIlzFOQDUb19,-----BEGIN RSA PRIVATE KEY----- mvRywHkr6RVRlhmkhCjFQixdsDiZVdW+TGwcXtcqdOJGmyoIqH...,postgresql://benjamin90:05+UFs6YbI)3@10.0.0.5:27017/production_db,74.150.54.212,Active
21289,april46,april46@yahoo.com,*J2G2xqG)z7W,947fcfd42943794bddc3d90fbda917aa0655f993293c9e142bd92385300e95e4,R5OMQZzKrcGCS4ru,AKIAP6HVQH3FO1VBUOKF,yMU8HGOWE3/QUdDmjiy/hcUY5q5mUOHf8KIRoPq7,AIzaDRCbTqJdKOEjuYsJDsApHEmUcrVamAPDjyv,xoxb-5716285257-4424156766-TrTOFnybFf0Wj3evJZkhJZOQ,-----BEGIN RSA PRIVATE KEY----- jK1HH2dDs/9ehnZJRG3BA6eAiEPS4rioaoGZSN1bkS5vL9nmDY...,jdbc:sqlserver://april46:*J2G2xqG)z7W@db-prod.internal:27017/production_db,21.137.234.132,Compromised
48343,betty99,betty99@yahoo.com,mQ*8BFBv(B)p,18bb6d4c2a30c6b17e1428a818bd11e7b35cfcf2531a441222ec357022900794,fFlSDwH5HGHYZITL,AKIAP6K8FMXKG218OC30,iRScTnHqMkHu6DHqx7HlIRDYAQMPAIHmEeTBEWf/,AIzaDjGppi92PiLx5WNHdtjAr8jiD7I14JYdaLE,xoxb-2835659955-1459881627-aTf2SAPoIimAOiWbiZJqgkRZ,-----BEGIN RSA PRIVATE KEY----- DcRNue4OgYcDbIRkH5vnlO+jmMD0bdWdthwK5apTQ6CPRLpI0y...,postgresql://betty99:mQ*8BFBv(B)p@localhost:5432/production_db,153.173.32.39,Locked
88561,danielle29,danielle29@yahoo.com,+qYONyez6Kmp,a0cff629946dcebb1cb724875ca953e2e5dd75df9768a2862ad33b05f14ecbc6,tIJH5J5fJ7tEBPFv,AKIATTMEW9L157BY7FG9,4LWLyn25D9vipQFlBnIJ1AVHw8dt096bWUokX+2u,AIzaPatvebQwOU5pjypdJ2WlJ1PD-pyifmu1icz,xoxb-4910280097-9707154841-yIyjIRVPDrBH5RiAkhYg3y5O,-----BEGIN RSA PRIVATE KEY----- q1/lKhI61/UxLS1meGbVHMUqhGJAWqvS0Tni6VzcrierN/ThEz...,mongodb://danielle29:+qYONyez6Kmp@localhost:5432/production_db,119.196.196.42,Locked
43458,lori47,lori47@hotmail.com,+!i6yTQcK3ZC,062e12778bd774b4bc4300e9e275c97674afd5bec3be42849c62749e51e16ef8,ODJCOa4Es1iHmTOx,AKIATSTK1FQTUM5NOO9S,ITto82P+s8OxICUYIGxPligi7eo5WrSwAhMXfmgW,AIzaBw862uEhNg0qQz7d7n8oLyWAI_2Ms78FXcc,xoxb-5347715118-2562554433-Wka0balAeIfNi9Tp93m8rgaU,-----BEGIN RSA PRIVATE KEY----- gDfz0250PGdWg30j7MN8EuVp6FyH+UWdEaLfMCAhSHrA0SAxod...,postgresql://lori47:+!i6yTQcK3ZC@localhost:1433/production_db,115.89.50.100,Compromised
38664,gregory22,gregory22@hotmail.com,8op!2BUsl*l2,aacf12b7df2197051c2c072bc8f764b8fbf0d6a3f508ce494c96e958481b87a7,5zRZqCnvVKOvcGf9,AKIANG19YPA1BC5I3Z9C,+tOpULslmJvoRzQihZlAo9/du6NDKUSDaCKgkXLP,AIza7CQEi--_W1ys6EDjQ4SZ_sZUEGZF3EECpki,xoxb-8802405666-5304265872-9Fm6vVwoRl9NICUK2WLznXyO,-----BEGIN RSA PRIVATE KEY----- Cr4Qfm7m8Uz6vNiZGRTkaR8gGMVZlGWOKIcVaVz+qo5xuDkwuH...,jdbc:sqlserver://gregory22:8op!2BUsl*l2@10.0.0.5:1433/production_db,176.230.205.0,Active
35429,courtney18,courtney18@gmail.com,!VZWF&pN!wG6,031e81bd021c3104b63c6e3dbfcea30c8f14ee2ab8b0ae81850e2e6b29d31c67,JvEyhMpTtJ7rKR58,AKIANWQ13AK06UWB68GT,RzFMkekeafJirVHNQ9ADiP23o6zkGstzHfQHfboD,AIzatBf_p27aKFVUtjgPbHvinkkTIORdNqOOUYh,xoxb-9818958636-2235156917-v5kiOPZ4thjN1nvGPkVehcvv,-----BEGIN RSA PRIVATE KEY----- t6C14654NgAJ3XkvDGyGtI9Fy6iuPYmHiGmzd7GHkVzWkowk9f...,mysql://courtney18:!VZWF&pN!wG6@localhost:1433/production_db,61.245.157.125,Active
47509,hannah33,hannah33@yahoo.com,^8Zi+u7KJDSy,3c7b9a85d86a4d8275ba9f4abfeef1e0963b482d917ee4c8e9cb43b399bf162e,nfSAhMrBaLTp69FC,AKIAMF7CD3M7T24YO4BF,sNjsUvvpoOK1majbbExhRN5rg3vkgXmItZOQL3Eh,AIzaG2w2ze12I36M4eyYfs5_NmGSpMUTkoMRnJF,xoxb-3886083444-7278982771-vJw08aaqnz4w0SQjPVuLfO98,-----BEGIN RSA PRIVATE KEY----- 6oIIESDSq21zQbO0sA1dHmsZynKp+qHjnZyGMwv8q/tjg6crZk...,postgresql://hannah33:^8Zi+u7KJDSy@localhost:1433/production_db,168.162.0.91,Active
29733,walter65,walter65@gmail.com,*Ef#2wIg#)@t,73a06504a44c1fed72ea513528326f7b8babbab23c1eafe17640a7f52aed8326,sIuKDdwhrj2XEzZe,AKIAD1833C8EW1PU8G2N,AwJCvDr/pxDDEa+wbDP+P5y3VMJ6lcqRZLgqkIcq,AIzaFLQFU_q0MP6yVM8-CxQzqypJAdbuiWAvPsI,xoxb-4710632404-4059095150-yXLdBGKN6NwpX4avMcBbDamM,-----BEGIN RSA PRIVATE KEY----- I1M9QtgSOC1C635bbXveJoKG5S1ZvRCvaTvuyGqv9RtWRo6yD0...,mysql://walter65:*Ef#2wIg#)@t@10.0.0.5:1433/production_db,41.12.131.63,Locked
72588,brittany31,brittany31@hotmail.com,(iIAiDduP99X,ab240b686205b4b708a5971e66559c2e0ccd724ba349912e6c630cda895fa860,e4FccEBpJeTI9zfr,AKIA30V5S4E6MNDHF2A7,tS3l+0fXw86TSMhjzgYq50Lv5TuehSRMkecA1XDF,AIzasBE-zt_mC9Uefq4cXCYLp8l2z-r_3FG2GrV,xoxb-8305684808-2939109427-MZ0VzXyLIT6Ofbn8zU8jb0Zs,-----BEGIN RSA PRIVATE KEY----- zN7V123kRKhieWHFRbig931vcISXvs8u7+jtmUmxDMIt63obYy...,mongodb://brittany31:(iIAiDduP99X@localhost:27017/production_db,140.238.131.109,Active
